timestamp,serial,city,location_id,temperature,weather,aqi,pollutant
2024-02-20 09:13:01.978140,"2,789",海淀,101010200,-3°C,阴,21,NA
2024-02-20 10:13:06.136324,"2,1808",海淀,101010200,-2°C,阴,21,NA
2024-02-20 11:13:12.950056,"2,2842",海淀,101010200,-2°C,阴,25,NA
2024-02-20 12:13:16.351758,"2,3882",海淀,101010200,-2°C,阴,28,NA
2024-02-20 13:13:28.002215,"2,4935",海淀,101010200,-2°C,阴,27,NA
2024-02-18 00:08:48.250380,"0,59278",海淀,101010200,4°C,多云,99,PM2.5
2024-02-18 01:08:50.746392,"1,520",海淀,101010200,4°C,多云,100,PM2.5
2024-02-18 02:08:51.876518,"1,1605",海淀,101010200,6°C,多云,103,PM2.5
2024-02-18 03:08:53.080365,"1,2738",海淀,101010200,6°C,阴,109,PM2.5
2024-02-18 04:08:59.730116,"1,3974",海淀,101010200,6°C,多云,115,PM2.5
2024-02-18 05:09:03.161661,"1,5256",海淀,101010200,6°C,多云,120,PM2.5
2024-02-18 06:09:04.906720,"1,6466",海淀,101010200,6°C,多云,122,PM2.5
2024-02-18 07:09:14.524783,"1,7660",海淀,101010200,6°C,多云,122,PM2.5
2024-02-18 08:09:16.828333,"1,8792",海淀,101010200,6°C,阴,119,PM2.5
2024-02-18 09:09:22.357990,"1,9840",海淀,101010200,5°C,小雨,110,PM2.5
2024-02-18 10:09:23.299824,"1,10987",海淀,101010200,6°C,阴,114,PM2.5
2024-02-18 11:09:26.087885,"1,12112",海淀,101010200,6°C,阴,118,PM2.5
2024-02-18 12:09:31.527256,"1,13253",海淀,101010200,7°C,阴,118,PM2.5
2024-02-18 13:09:38.093529,"1,14313",海淀,101010200,7°C,阴,124,PM2.5
2024-02-18 14:09:39.406646,"1,15468",海淀,101010200,7°C,阴,124,PM2.5
2024-02-18 15:09:44.481699,"1,16548",海淀,101010200,8°C,阴,125,PM2.5
2024-02-18 16:09:51.997885,"1,17637",海淀,101010200,9°C,阴,122,PM2.5
2024-02-18 17:09:56.590550,"1,18720",海淀,101010200,9°C,阴,90,PM2.5
2024-02-18 18:09:58.850903,"1,19845",海淀,101010200,8°C,多云,36,NA
2024-02-18 19:10:03.214534,"1,20963",海淀,101010200,8°C,阴,26,NA
2024-02-18 20:10:09.204243,"1,22023",海淀,101010200,7°C,阴,22,NA
2024-02-18 21:10:14.605850,"1,23096",海淀,101010200,6°C,阴,23,NA
2024-02-18 22:10:16.657214,"1,24146",海淀,101010200,5°C,阴,26,NA
2024-02-18 23:10:24.930149,"1,25175",海淀,101010200,4°C,阴,35,NA
2024-02-16 00:05:55.451265,"0,2645",海淀,101010200,2°C,晴,58,PM10
2024-02-16 01:05:58.661464,"0,3834",海淀,101010200,3°C,晴,64,PM10
2024-02-16 02:06:00.028105,"0,5052",海淀,101010200,2°C,晴,67,PM10
2024-02-16 03:06:01.441236,"0,6250",海淀,101010200,-1°C,晴,67,PM10
2024-02-16 04:06:04.674461,"0,7507",海淀,101010200,-2°C,晴,65,PM10
2024-02-16 05:06:07.819623,"0,8792",海淀,101010200,-2°C,晴,63,PM10
2024-02-16 06:06:09.704286,"0,10089",海淀,101010200,-3°C,晴,59,PM10
2024-02-16 07:06:14.958572,"0,11287",海淀,101010200,-3°C,晴,54,PM10
2024-02-16 08:06:20.241281,"0,12537",海淀,101010200,-2°C,晴,53,PM10
2024-02-16 09:06:21.651525,"0,13750",海淀,101010200,0°C,晴,56,PM10
2024-02-16 10:06:25.696268,"0,14890",海淀,101010200,2°C,晴,56,PM10
2024-02-16 11:06:29.324216,"0,16100",海淀,101010200,3°C,晴,58,PM10
2024-02-16 12:06:39.264296,"0,17252",海淀,101010200,5°C,晴,61,PM10
2024-02-16 13:06:52.870652,"0,18296",海淀,101010200,6°C,晴,64,PM10
2024-02-16 14:06:56.277031,"0,19334",海淀,101010200,7°C,晴,64,PM10
2024-02-16 15:06:58.352291,"0,20453",海淀,101010200,8°C,晴,65,PM10
2024-02-16 16:07:02.227684,"0,21565",海淀,101010200,7°C,晴,68,PM2.5
2024-02-16 17:07:11.044998,"0,22753",海淀,101010200,7°C,晴,72,PM2.5
2024-02-16 18:07:14.369411,"0,23842",海淀,101010200,6°C,晴,74,PM2.5
2024-02-16 19:07:15.556235,"0,24925",海淀,101010200,3°C,晴,82,PM2.5
2024-02-16 20:07:19.468243,"0,26032",海淀,101010200,2°C,晴,87,PM2.5
2024-02-16 21:07:21.375148,"0,27218",海淀,101010200,1°C,晴,90,PM2.5
2024-02-16 22:07:23.381041,"0,28388",海淀,101010200,0°C,晴,93,PM2.5
2024-02-16 23:07:24.450443,"0,29631",海淀,101010200,-1°C,晴,93,PM2.5
2024-02-17 00:07:31.107756,"0,30840",海淀,101010200,-1°C,晴,89,PM2.5
2024-02-17 01:07:33.321629,"0,32040",海淀,101010200,2°C,晴,87,PM2.5
2024-02-17 02:07:35.280524,"0,33274",海淀,101010200,1°C,晴,87,PM2.5
2024-02-17 03:07:39.501654,"0,34528",海淀,101010200,0°C,晴,85,PM2.5
2024-02-17 04:07:40.633054,"0,35781",海淀,101010200,0°C,晴,88,PM2.5
2024-02-17 05:07:44.594405,"0,37010",海淀,101010200,0°C,晴,94,PM2.5
2024-02-17 06:07:46.284454,"0,38221",海淀,101010200,0°C,晴,97,PM2.5
2024-02-17 07:07:48.133697,"0,39452",海淀,101010200,0°C,多云,95,PM2.5
2024-02-17 08:07:53.161139,"0,40724",海淀,101010200,-1°C,多云,94,PM2.5
2024-02-17 09:07:55.755019,"0,41941",海淀,101010200,3°C,晴,94,PM2.5
2024-02-17 10:08:02.241536,"0,43132",海淀,101010200,3°C,多云,98,PM2.5
2024-02-17 11:08:14.392394,"0,44299",海淀,101010200,6°C,多云,107,PM2.5
2024-02-17 12:08:17.285386,"0,45459",海淀,101010200,7°C,晴,108,PM2.5
2024-02-17 13:08:20.524082,"0,46509",海淀,101010200,8°C,晴,102,PM2.5
2024-02-17 14:08:22.359756,"0,47672",海淀,101010200,8°C,多云,95,PM2.5
2024-02-17 15:08:24.554772,"0,48806",海淀,101010200,10°C,晴,90,PM2.5
2024-02-17 16:08:25.687014,"0,49958",海淀,101010200,9°C,晴,84,PM2.5
2024-02-17 17:08:31.325636,"0,51143",海淀,101010200,9°C,晴,83,PM2.5
2024-02-17 18:08:33.083784,"0,52265",海淀,101010200,8°C,晴,82,PM2.5
2024-02-17 19:08:34.843231,"0,53355",海淀,101010200,5°C,多云,83,PM2.5
2024-02-17 20:08:40.113325,"0,54516",海淀,101010200,3°C,多云,87,PM2.5
2024-02-17 21:08:43.585953,"0,55713",海淀,101010200,3°C,多云,92,PM2.5
2024-02-17 22:08:45.010060,"0,56869",海淀,101010200,3°C,晴,95,PM2.5
2024-02-17 23:08:46.535526,"0,58082",海淀,101010200,3°C,晴,98,PM2.5
2024-02-19 00:10:29.565869,"1,26274",海淀,101010200,4°C,阴,41,NA
2024-02-19 01:10:31.973083,"1,27344",海淀,101010200,3°C,阴,45,NA
2024-02-19 02:10:34.327543,"1,28460",海淀,101010200,3°C,阴,47,NA
2024-02-19 03:10:36.460585,"1,29562",海淀,101010200,3°C,阴,52,PM10
2024-02-19 04:10:40.806544,"1,30664",海淀,101010200,3°C,阴,56,PM10
2024-02-19 05:10:50.131183,"1,31763",海淀,101010200,3°C,多云,58,PM10
2024-02-19 06:10:53.446455,"1,32778",海淀,101010200,3°C,多云,58,PM10
2024-02-19 07:10:56.053850,"1,33835",海淀,101010200,1°C,多云,56,PM10
2024-02-19 08:10:57.941338,"1,34919",海淀,101010200,1°C,多云,51,PM10
2024-02-19 09:11:02.603407,"1,35986",海淀,101010200,1°C,多云,44,NA
2024-02-19 10:11:04.337781,"1,36989",海淀,101010200,1°C,多云,41,NA
2024-02-19 11:11:06.059219,"1,38089",海淀,101010200,2°C,多云,39,NA
2024-02-19 12:11:11.082995,"1,39098",海淀,101010200,3°C,多云,37,NA
2024-02-19 13:11:16.730834,"1,40135",海淀,101010200,3°C,多云,35,NA
2024-02-19 14:11:19.431201,"1,41176",海淀,101010200,3°C,多云,35,NA
2024-02-19 15:11:22.344395,"1,42246",海淀,101010200,3°C,多云,34,NA
2024-02-19 16:11:30.940560,"1,43248",海淀,101010200,3°C,多云,34,NA
2024-02-19 17:11:41.985168,"1,44326",海淀,101010200,2°C,多云,32,NA
2024-02-19 18:11:44.963677,"1,45364",海淀,101010200,2°C,多云,32,NA
2024-02-19 19:11:51.770979,"1,46416",海淀,101010200,2°C,多云,31,NA
2024-02-19 20:11:54.771316,"1,47438",海淀,101010200,2°C,多云,30,NA
2024-02-19 21:11:55.891903,"1,48475",海淀,101010200,1°C,阴,27,NA
2024-02-19 22:11:57.667056,"1,49541",海淀,101010200,0°C,多云,22,NA
2024-02-19 23:12:05.064381,"1,50605",海淀,101010200,0°C,多云,22,NA
